repo,merge,commits_p1,commits_p2,files_p1,files_p2,overlap_files,overlap_ratio,authors_p1,authors_p2,churn_p1,churn_p2,conflict_files,code_conflict,divergence_days,label
commons-compress,a2c9d1b0df6834cdf09be967e3a093c473eadcc8,44,2,16,1,0,0.0,1,1,1595,5,,0,1.634,0
commons-compress,8ba08d8e1345b6db253ee305f9270b6fadd66779,31,3,16,3,1,0.0556,1,1,780,7,,0,0.422,0
commons-compress,55960b16dd08b9833e33c8927399712bd9beadb9,26,2,15,1,0,0.0,1,1,540,18,,0,1.039,0
commons-compress,41556704f705764fc0ef179421f39242c00f66bc,17,3,14,2,1,0.0667,1,2,253,4,,0,0.994,0
commons-compress,cae9cf85d337769f3f3fb228d203b9d7d10dd7bd,16,5,14,4,2,0.125,1,1,253,133,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStream.java,1,1.368,1
commons-compress,45ac135ea4189b9974f0336fb26cce3a964fe54f,10,3,13,7,2,0.1111,1,1,184,71,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java,1,0.55,1
commons-compress,393d3ee50e82508a205b4737921819d225700040,5,5,2,9,0,0.0,1,1,31,79,,0,1.835,0
commons-compress,576c408ea92683ebd4e20118c4d2ec05cb8a58e2,4,1,2,12,0,0.0,1,1,31,118,,0,0.318,0
commons-compress,2916d38e0135a8ddaedc2b319587078d7baa52d5,3,4,2,12,1,0.0769,1,1,31,461,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java,1,0.614,1
commons-compress,ae2b436727f218ee2b05b789e67f077a71d60869,2,2,2,4,2,0.5,1,1,36,67,,0,0.998,0
commons-csv,d83c1b816d1acaff558bcf09291cebfd69958b65,3,2,2,3,0,0.0,1,1,12,61,,0,3.934,0
commons-csv,515899a563b01cefaabc4033af8422e535337181,5,2,6,4,0,0.0,3,1,43,131,,0,3.896,0
commons-csv,08d5d618893d5ee64f3f77b2bf210d18b14a454d,3,1,3,2,0,0.0,1,1,9,34,,0,5.289,0
commons-csv,09c3699cbe632d8b60c8d96e7bbcc2d077286fc5,1,3,1,2,0,0.0,1,2,3,76,,0,3.963,0
commons-csv,1dd04be72aca30f13ce6f3b434c9fccee98bd8e5,1,2,1,3,0,0.0,1,1,2,41,,0,1.893,0
commons-csv,f25f3d5fb5b8332e9759dd34ddbdeefc9bcbc5c4,1,3,4,6,1,0.1111,1,3,60,19,src/changes/changes.xml,0,1.972,1
commons-csv,6551fc4dadfdf68d4d54ea568476727a7a4cb901,8,1,7,3,1,0.1111,3,1,63,27,,0,4.223,0
commons-csv,d80a832083c3373f33dc9eeb8098218d3ae92923,1,4,3,5,1,0.1429,1,3,25,36,src/changes/changes.xml,0,4.174,1
commons-csv,7a4f93f3d13218a74dce0c8d8b85af4b341ac3ac,1,1,2,3,1,0.25,1,1,4,24,,0,3.977,0
commons-csv,2cded6735c0dc296b8726b80b9178821b78d42eb,1,1,1,3,1,0.3333,1,1,32,28,,0,1.05,0
commons-csv,6d5993cb89f4f723ae416123b20f361bd863c484,1,1,2,2,0,0.0,1,1,4,23,,0,0.052,0
commons-csv,a503099b94bf7b44972c476326111e350ff2e9be,6,2,6,1,0,0.0,1,2,93,3,,0,7.113,0
commons-csv,429ca8c7d1b766be8b80f66f85bd3d103f0c9b29,4,1,3,1,0,0.0,2,1,10,2,,0,1.672,0
commons-csv,c043c29d1179f59b4ec62f2fdbe322f401f5fe79,2,1,2,1,0,0.0,2,1,8,2,,0,1.672,0
commons-csv,8f6a187e9555f2b27e82c88a97f736f703f4ccc1,4,1,3,1,1,0.3333,2,1,10,2,,0,6.723,0
commons-csv,ac1384c66a617b0252ddb71a4545c42db363578c,2,1,2,1,0,0.0,2,1,8,2,,0,6.723,0
commons-csv,276ccde95baf2063aaec1f23ddef713a2660f868,2,1,1,2,0,0.0,2,1,2,8,,0,4.971,0
commons-csv,7271adbed8c15045b39f241658d34751e16a1d11,2,1,1,2,0,0.0,2,1,2,8,,0,6.045,0
commons-csv,8d4322f22eef65acb1de2928f0dcabc3f9eec6a9,4,1,3,1,1,0.3333,2,1,10,2,,0,4.077,0
commons-csv,a8638efb3ef6a75692f8a16ce48947ce554e04a2,2,1,2,1,0,0.0,2,1,8,2,,0,4.076,0
commons-csv,4df3230f5ce159040afe0635104f5c1995da4939,2,1,2,2,1,0.3333,2,1,8,4,,0,1.911,0
commons-csv,37d61237b899c58ee21a9a4374119a9d81b3ecba,4,1,3,1,0,0.0,2,1,10,2,,0,1.161,0
commons-csv,043dc77e12b19c382cbf1fae9e7b038dffbbfdbb,2,1,2,1,0,0.0,2,1,8,2,,0,1.16,0
commons-csv,37ef19517cd274ad98c2f5655f3337f7e4485a90,2,1,2,4,2,0.5,2,1,8,8,,0,7.027,0
commons-csv,6d4fae2af99a4076e526057aa130291f9d6e4985,2,1,2,2,1,0.3333,2,1,4,8,,0,6.978,0
commons-csv,351d0e6d7464d97a4921a4e8f5e356e560476dfd,8,1,4,1,1,0.25,4,1,15,2,,0,17.122,0
commons-csv,a517750a7fd19a56060268b30626161cc302800e,2,1,1,2,1,0.5,2,1,2,8,,0,16.656,0
commons-csv,4bcc0f192a5a3c4889e829edeb5144122cc70b97,2,1,2,1,0,0.0,2,1,8,2,,0,6.946,0
commons-csv,f7d8d7e7bd9780423a0088a9b18b755ec714c5ab,2,1,2,1,0,0.0,2,1,8,2,,0,7.031,0
commons-csv,1e2b43c1f2a374b2f4d9adc3ac42fb893465c809,4,1,2,2,1,0.3333,2,1,10,4,,0,1.57,0
commons-csv,7ecc088a9230ada76224456eb3383132d243259a,2,1,1,2,1,0.5,2,1,2,8,,0,1.57,0
commons-csv,6e683b3ad6b9c9a11c82612c521e132e279dd280,6,1,3,1,1,0.3333,2,1,14,2,,0,4.945,0
commons-csv,77661749e56d7340f95de0480f0cd7d2d5f3bec5,4,1,3,2,2,0.6667,2,1,6,8,,0,4.945,0
commons-csv,6f446a96c8efaf498cd856aa2b34ec7120e2bca2,2,1,1,2,0,0.0,2,1,2,4,,0,4.945,0
commons-csv,0fe30e4683a8382e946317c9599509f864513d94,2,1,1,2,0,0.0,2,1,2,8,,0,0.611,0
commons-csv,fb383cf64fb0d408a557b4d7b3fa27a150392c9e,1,2,1,2,0,0.0,1,2,117,8,,0,1.94,0
commons-csv,f7dfe3e72f085583e545f726ef8e1817a3d99c70,1,2,1,4,0,0.0,1,2,1,29,,0,1.925,0
commons-csv,5f40584b2ce720d1eb6170d3839c413ed8d8564a,5,2,3,1,0,0.0,3,1,10,4,,0,3.014,0
commons-csv,b63a788e2d88b873b5a3a9236640b7016bcd7514,1,2,3,2,0,0.0,1,1,149,51,,0,0.944,0
commons-csv,b40039bb8bade1c1d71bce6ecc46479e53eeb76c,1,9,1,10,0,0.0,1,1,2,328,,0,4.926,0
commons-csv,110fea83b8059dd13e9b081b72f114b6dec687d8,7,34,10,58,7,0.1148,1,4,323,2257,,0,49.099,0
commons-csv,527cbc4e2eb4c5f72ae84bb1ac1f8d953b320736,1,1,25,2,0,0.0,1,1,817,8,,0,6.982,0
commons-csv,403d77f3c2e1e91d77b154214d2bcba2cc57d97e,2,1,1,1,0,0.0,2,1,2,2,,0,2.969,0
commons-csv,e559a9039e1bc9b5f8c8eab4f40f922d5b190e18,2,1,2,2,1,0.3333,2,1,4,8,,0,7.061,0
commons-csv,8e938a0c0b15c88fb2ff693a00d6d3885155d74b,2,1,2,1,0,0.0,2,1,8,2,,0,1.925,0
commons-csv,a9b9bc4a9f506f9fda99efa560d1bc818e387b1b,1,1,1,1,0,0.0,1,1,3,2,,0,1.932,0
commons-csv,b244cb146cb020193834d0eaca9f8fd041914dc0,1,2,10,3,2,0.1818,1,1,317,19,,0,6.88,0
commons-csv,ed1a8a92f3954407bc03a62a51c3e0e9b1de945d,8,1,4,2,2,0.5,2,1,16,8,,0,2.8,0
commons-csv,de2c25db5c80171eb7209afdb62c2aded5e121fa,6,1,4,1,1,0.25,2,1,14,2,,0,2.8,0
commons-csv,2e5b9645ff106b555831ee2b3c84fa04dabb1e34,2,1,1,4,1,0.25,2,1,2,8,,0,2.799,0
commons-csv,2453d648dbc45fc8dc2b946f98286bd04dda93e9,2,1,2,1,0,0.0,2,1,8,2,,0,4.099,0
commons-csv,811db7235a3c0f5e69df2d24792c1e8dd7e8dcde,4,1,4,1,1,0.25,2,1,16,2,,0,0.65,0
commons-csv,5ca559f81c0cc43a3283c5511fe16f8b03759c64,2,1,4,2,2,0.5,2,1,8,8,,0,0.65,0
commons-csv,aa9fc0d2c2e5b48e0a6cb8fdc71510daef54edef,2,1,2,4,2,0.5,2,1,8,8,,0,5.555,0
commons-csv,97c6dd82bbb775336968bc4e843981fcbcf3044c,2,1,2,1,0,0.0,2,1,8,2,,0,2.456,0
commons-csv,5d030e0b9f06f3e47d2f0f22f48ecb0669d10810,1,2,1,1,0,0.0,1,1,9,4,,0,4.006,0
commons-csv,f4e3269626140684b58901db9b9cd233ac960c9f,1,10,5,21,0,0.0,1,3,107,589,,0,2.152,0
commons-csv,decbfb3ea29521ebe49abe6a74f66ef39722a2da,1,13,1,7,0,0.0,1,3,2,176,,0,4.212,0
commons-csv,925f5cc67e6f94ab8665341d77c1104bc46a4981,1,7,1,3,0,0.0,1,2,26,17,,0,3.332,0
commons-csv,0d6113cea35cb21651f752ebbe6d37eb8c990207,3,1,2,1,1,0.5,2,1,3,2,,0,3.328,0
commons-csv,0bb7767e55769415626daaa6f385339f73dadcf8,4,1,2,1,0,0.0,2,1,10,2,,0,1.767,0
commons-csv,19a7e1e23b535a8ff6e7a2b328b90e84ca015aab,2,1,2,1,1,0.5,2,1,8,2,,0,1.767,0
commons-csv,ee60ba6cb21e70ebc0902f0ee2663b34e00fedca,4,1,2,1,0,0.0,2,1,10,2,,0,3.407,0
commons-csv,5d3bff249d7f8d6479ebb5fb8a1d0ef6f575b542,2,1,2,1,1,0.5,2,1,8,2,,0,3.407,0
commons-csv,e80c4ba5b907be5dcfbc168f496f26874be96bb8,2,1,1,2,1,0.5,2,1,2,8,,0,0.732,0
commons-csv,a4980da8ee4b5e8866d3eb07d271d8f0b5f3d28f,3,1,2,1,0,0.0,2,1,46,5,,0,1.745,0
commons-csv,ab371497099d41b2c555af53e4b316eb372fd2d7,1,5,3,4,1,0.1667,1,2,9,13,,0,9.734,0
commons-csv,2edd228da455fc7d5be62313d03693a32395380b,2,1,2,1,0,0.0,2,1,8,2,,0,5.812,0
commons-csv,47faf72c2374e54e5cec7640f75552d57a128a46,4,1,4,2,2,0.5,2,1,10,8,,0,2.801,0
commons-csv,edf1bfb82792c0a708702fbc7fd5573d8bde3b93,2,1,4,1,1,0.25,2,1,8,2,,0,2.801,0
commons-csv,e7d743b916cea8d725bf2d228b4e6ab87c89da0e,2,1,2,1,0,0.0,2,1,8,2,,0,2.015,0
commons-csv,bef059b932fb1d35582103f7575bec0aee4cf21f,4,1,4,2,2,0.5,2,1,10,8,,0,6.974,0
commons-csv,aba86f7e553bc7dc4b96884437089da98a816ed2,2,1,4,1,1,0.25,2,1,8,2,,0,6.974,0
commons-csv,9c3e16900a9964622d7f77656bba164f662f4ef2,4,1,4,1,1,0.25,2,1,16,2,,0,0.776,0
commons-csv,bd02352f88761da9613ffe80076adcbe016cd64a,2,1,2,4,2,0.5,2,1,8,8,,0,0.776,0
commons-csv,4c186f27f7b340aa7d78dc68d380200bcb49bb46,4,1,2,4,2,0.5,2,1,10,8,,0,6.986,0
commons-csv,8af37f7992e3e7fb37e0f2a5a9b02f27b9cb5e84,2,1,1,2,1,0.5,2,1,2,8,,0,6.986,0
commons-csv,bea505a55b6ab3c4eca27f395b9d6fa6787d496a,2,1,2,1,1,0.5,2,1,8,2,,0,7.02,0
commons-csv,36760506cae7b703ee7253ff43b592e5868151bd,2,1,2,1,0,0.0,2,1,8,2,,0,3.803,0
commons-csv,5770cc07e351cc124d34a6049c59e9aea8885675,2,2,1,2,0,0.0,1,1,12,59,,0,0.429,0
commons-csv,2abebaa74eb413ece7a56d86f826bc690ee26df9,1,2,1,1,0,0.0,1,2,12,2,,0,4.164,0
commons-csv,4cf21f897d5da1c6a354f5f78595499bd39aa1da,1,4,1,4,0,0.0,1,2,3,14,,0,7.312,0
commons-csv,f2ed1dbdc1b12a74eeddb9d936a4a02635719b0f,2,1,3,2,1,0.25,2,1,6,8,,0,7.006,0
commons-csv,e1f94c15080cc5d136073cf76432503cf92f472a,4,1,4,2,2,0.5,2,1,12,8,,0,2.556,0
commons-csv,2fed5f0cf893b72f089ca150511fe5d6ab6fa183,2,1,4,2,2,0.5,2,1,8,4,,0,2.556,0
commons-csv,44be7bfb278556c9b003442851ed30e3b3327415,6,1,4,3,3,0.75,2,1,14,6,,0,6.865,0
commons-csv,9c13806da113ca949c13541cf81738d60a31a9b6,4,1,4,1,1,0.25,2,1,12,2,,0,6.865,0
commons-csv,173c25476056a4bb2076cec8e2628117cddf9cd4,2,1,2,2,0,0.0,2,1,4,8,,0,6.865,0
commons-csv,c620c3f4b3ac52e78dd1b8dca6a1a59d41a81d97,2,1,1,2,1,0.5,2,1,2,8,,0,5.754,0
commons-csv,a1f3603c7e5b5ba254c265289b23170257d87cfe,2,1,1,2,0,0.0,2,1,2,8,,0,4.744,0
commons-csv,49ed389f3d9fb4c332586939ad41ec25aeb811b1,2,1,1,1,0,0.0,2,1,2,2,,0,5.895,0
commons-csv,95177a52002d7cc6118f45ffe2621be6a3c513cf,4,1,4,2,2,0.5,2,1,8,8,,0,3.934,0
commons-csv,14ca0ae93573f7075ba07ef72b8df7941a1ff37c,2,1,3,1,0,0.0,2,1,6,2,,0,3.934,0
commons-csv,7b02f262f5bd969ac026a01f12222054549c8767,2,1,3,2,1,0.25,2,1,6,8,,0,18.477,0
commons-csv,33e325ea112475b41a42e9eebb424fb18144375e,2,1,1,2,1,0.5,2,1,2,8,,0,0.806,0
commons-csv,26f9bb6dabdbd23f4d6a816424b66cb51504bfd3,2,1,1,2,0,0.0,2,1,2,8,,0,2.798,0
commons-csv,8ac9d6cc4b105feb0e694e4b88759b688b3e020f,2,1,2,1,0,0.0,2,1,8,2,,0,0.958,0
commons-csv,345d72e8e56756d04d977682a14c13ec31e03d38,2,1,2,1,1,0.5,2,1,8,2,,0,1.604,0
commons-csv,e9774d3d5dafc7deaf217072b73cab5ebada4840,2,1,2,4,2,0.5,2,1,8,8,,0,1.013,0
commons-csv,63bcf6b6b9e2457e4889361f0621e469dae15870,2,1,1,2,1,0.5,2,1,2,8,,0,2.064,0
commons-csv,e4ce1ff28da385bb69cba3114e3a391977878d3e,2,1,4,2,2,0.5,2,1,8,8,,0,7.03,0
commons-csv,b8690ea34d624f4940709f4dc217ffb932f6ce8e,2,1,2,2,0,0.0,2,1,4,8,,0,6.977,0
commons-csv,c2cf3057d37a8645234d083be4d5c4c5ab97ccc2,33,1,9,2,0,0.0,4,1,59,15,,0,13.988,0
commons-csv,a33b24c26c2303af61cc7bcdf0fb94d62d3b19e1,13,18,7,2,0,0.0,3,1,36,26,,0,11.99,0
commons-csv,f42982469b822e8fa8113fdfb8f71d775cefc7b2,4,1,4,1,1,0.25,2,1,14,2,,0,1.066,0
commons-csv,76c631af6913ddd2b372eeb4fee68d61e86f5be9,2,1,3,4,3,0.75,2,1,6,8,,0,1.066,0
commons-csv,b3679f4dfd52f2991775681c1d4c33896f88dbdc,3,1,2,2,0,0.0,3,1,6,8,,0,2.075,0
commons-csv,efbfc16eaedcc9a2d2761bfeacaf85ba1b45790c,1,1,1,1,0,0.0,1,1,4,2,,0,2.072,0
commons-csv,156f1f50714494ffd232019f66388877a60ee192,7,17,2,11,1,0.0833,1,3,77,217,,0,4.073,0
commons-csv,008269a7ea44dda0d743d5a10f175ad3628270a6,19,3,7,1,0,0.0,4,2,202,2,,0,12.006,0
commons-csv,b4abb0155ea2fc1695251ea09d9bf34b4384384c,1,19,1,7,0,0.0,1,4,5,202,,0,0.003,0
commons-csv,1e8014b27695a3c05f8c2c51f43ce1178ba652e7,2,18,3,7,0,0.0,1,4,81,202,,0,5.831,0
commons-csv,082827ceef359ab4554721477bed8fe77fb655ff,3,8,5,1,1,0.2,3,2,21,63,,0,7.043,0
commons-csv,676d654aeede73b7e2654235e0e9acb13e7ce5e9,4,1,3,1,1,0.3333,2,1,10,2,,0,6.635,0
commons-csv,ee849e5fb695d0d38fc06539d01a01c0aca64574,2,1,2,1,0,0.0,2,1,8,2,,0,6.635,0
commons-csv,768fbdd70b3398e4ab2a43abd9feedfe2c0c9360,5,1,6,1,1,0.1667,3,1,16,2,,0,5.744,0
commons-csv,decfc1b77da7b7e9846697235b9aed4a998405c6,2,1,2,2,0,0.0,2,1,8,4,,0,5.7,0
commons-csv,f596c7e07564f2944dc18e08b255ea136eb0c818,2,1,1,1,1,1.0,2,1,2,2,,0,5.771,0
commons-csv,bc61b750d85e9ac1b4a45e210fad81498b7b8959,30,1,11,2,0,0.0,5,1,102,38,,0,125.987,0
commons-csv,1842b788fd6bbcbc569b07b9f8a81a2d60c49f87,2,1,1,2,0,0.0,2,1,2,4,,0,5.546,0
commons-csv,ba8ba605a07ff4986d3b58b9ca699d46daa4b6f3,2,113,1,26,1,0.0385,1,6,6,1256,,0,103.996,0
commons-csv,b1bdb99c427716381eee074eba0450e5f9189cca,31,2,10,3,0,0.0,4,1,89,134,,0,28.264,0
commons-csv,3b55ade372459326df04ee7f56388ffa86574a45,2,1,3,1,0,0.0,2,1,6,2,,0,2.751,0
commons-csv,534916e25e9f4a519833ca7ecdfcf57d73ca3abc,1,3,1,2,0,0.0,1,2,2,4,,0,4.144,0
commons-csv,fe4d75e87e3a9d1be92214a4530cdbce7164a9de,2,1,3,1,0,0.0,2,1,6,2,,0,6.95,0
commons-csv,86b2bfa9c154c5a03cbe2b6dd9006956a8892aba,2,1,1,3,0,0.0,2,1,2,6,,0,6.874,0
commons-csv,b358bbd958209b112513ae86b076cbcbf290cf6f,6,1,4,1,0,0.0,2,1,14,2,,0,4.652,0
commons-csv,1cf6a1a26c60f57ffd31f51650692ed093ed6141,4,1,4,2,2,0.5,2,1,10,4,,0,4.651,0
commons-csv,18bcd0d2332ce737ef64cfbf7a2b5b71bac9a8c2,2,1,4,1,1,0.25,2,1,8,2,,0,4.648,0
commons-csv,1b62381d2d7f8600e6e44f7cb56cb4a331798a17,6,1,1,1,1,1.0,2,1,6,2,,0,11.03,0
commons-csv,d7afefc766509a951df6969685d19eaf008d0173,4,1,1,1,1,1.0,2,1,4,2,,0,11.029,0
commons-csv,4c70d5cf3f587f7c61fb0fabf9df481719f7ce9f,2,1,1,1,1,1.0,2,1,2,2,,0,11.029,0
commons-csv,c5ac847b35732ce2cdc70c71d037c70cc227098c,5,1,7,1,0,0.0,2,1,18,2,,0,3.068,0
commons-csv,4a865fd7f8fadc1b12d77ecabacbdc8cf2aab5bf,3,2,5,3,1,0.1429,1,2,14,20,,0,2.753,0
commons-csv,1b4e3af81aacc6a897bd4875d2deeb7858635dd4,16,1,10,1,0,0.0,3,1,430,2,,0,2.053,0
commons-csv,2fff399d1af90c0c8cbd870c83af301025a521be,2,1,1,2,0,0.0,1,1,28,4,,0,0.029,0
commons-csv,23c39b158e13ee835ae77ed3e39de0d54a0600cd,30,1,13,2,2,0.1538,6,1,219,8,,0,19.985,0
commons-csv,41a063d2cfd992d526db228e6a237fb7a57b4581,25,3,9,6,2,0.1538,5,1,68,150,,0,19.268,0
commons-csv,6d80ca8fa576bbdd46604b378d4078654d9e0346,4,1,2,3,0,0.0,2,1,15,6,,0,0.002,0
commons-csv,d46919da2651a797662a937c9870cb04ac4037c2,8,2,8,1,0,0.0,3,1,26,14,,0,5.841,0
commons-csv,ded226aae1ad36ebeedfb82900091e30b87b9149,3,1,2,4,0,0.0,2,1,4,8,,0,0.674,0
commons-csv,2e851bc96029b60c2f7cbdb10ae1b99207fcda3d,12,7,6,2,1,0.1429,3,2,311,219,,0,10.162,0
commons-csv,019915bee292b6ed5897112031578bea16a59ca8,1,1,1,1,0,0.0,1,1,1,2,,0,0.026,0
commons-csv,994407df291262aaf29c58871fb4c715f20fa03c,1,1,1,1,0,0.0,1,1,2,2,,0,6.972,0
commons-csv,4d1290d1a0a2ddad68ab23f2805a788f12cd93ec,4,1,1,3,0,0.0,1,1,4,14,,0,1.042,0
commons-csv,c7541b63443d5c30f81afdc39754b526ceb68324,3,1,1,1,0,0.0,1,1,4,2,,0,0.001,0
commons-csv,dce2b545299bbf5a45a45ff3d8c9079f267ba932,1,1,1,1,0,0.0,1,1,2,2,,0,0.64,0
commons-csv,3627c5ae83226dbe383ed8abb32c1e9c3f51cefe,1,1,1,1,0,0.0,1,1,1,142,,0,1.872,0
commons-csv,d59f0866cee8af91d7391e613de353ae42a119c0,1,1,1,1,0,0.0,1,1,2,2,,0,0.001,0
commons-csv,ee9b09e7502436f39ad21edf5425f32e3b2705a5,3,1,12,1,0,0.0,1,1,149,2,,0,0.018,0
commons-csv,805d329bda8c322eabdd9fd821157ea011ee62e1,1,1,1,1,0,0.0,1,1,2,2,,0,1.898,0
commons-csv,848c148b56caa79cf236728477def53eeda47e1c,1,3,2,3,1,0.25,1,1,4,94,,0,11.04,0
commons-csv,f57be875117d56fa9a9a52026d9c7c2cb774b5e9,1,1,1,1,0,0.0,1,1,3,2,,0,0.001,0
commons-csv,d32fae69d0575132526552862b386e96d97b420f,1,1,1,1,0,0.0,1,1,2,2,,0,5.019,0
commons-csv,660f7c9f853092ec8abf5d6c81d260e3c80c2194,1,16,1,16,1,0.0625,1,3,2,324,,0,14.342,0
commons-csv,1521cc285daf9923d09bd112892647c60e59a750,1,1,1,2,1,0.5,1,1,2,17,,0,10.839,0
commons-math,68163ff8f1b5474c65d6680cf27bef241a8cc51e,2,1,2,1,0,0.0,1,1,4,5,,0,13.424,0
commons-math,9ca9e7d7917560baf0f604c5e823114363be154c,2,1,1,2,1,0.5,2,1,2,8,,0,6.071,0
commons-math,af7e2c753c318ff85469653b1d6f9276282cce7f,2,1,1,2,1,0.5,2,1,2,8,,0,6.996,0
commons-math,9637854bc06acf73b5fa1e75215fa4ad6f4c0e01,2,1,1,2,1,0.5,2,1,2,8,,0,3.259,0
commons-math,b0656699578d564d6d55949d415686e4085654a5,2,1,2,1,0,0.0,2,1,8,2,,0,13.99,0
commons-math,8e8e80efb77e8e6440f95427cf19c8abb7a51e91,4,1,3,2,0,0.0,2,1,8,8,,0,6.972,0
commons-math,ffe022284442f8da651dba52963303b789368d77,2,1,1,3,1,0.3333,2,1,2,6,,0,6.972,0
commons-math,fc151828844ebb7335d738cdf2d95fa47bd1adcd,2,1,1,2,1,0.5,2,1,2,8,,0,7.072,0
commons-math,bde0f3d787cfca7ad48569fa841675da381562c9,2,1,1,2,1,0.5,2,1,2,8,,0,17.984,0
commons-math,96a5c3af4ff6f59f894874ab252944efa130f9a3,2,1,2,1,0,0.0,2,1,8,2,,0,3.914,0
commons-math,f6ffde98b9fa09acbf8bd7d0a64a04c122a5f2e0,3,1,2,2,0,0.0,2,1,4,8,,0,7.011,0
commons-math,6c97f033f4c3adc3d0f692ef30f2d19d77f88e49,2,1,3,2,0,0.0,2,1,6,8,,0,4.023,0
commons-math,aed06726224122b483bdd31b60b1bc62c1873d98,4,1,2,1,1,0.5,2,1,10,2,,0,6.999,0
commons-math,f83ac78c27c3c34732517e118ff20ab24b8fa862,2,1,1,2,1,0.5,2,1,2,8,,0,6.998,0
commons-math,8dad3b8b5fad8b13f23843b93c36b4ffc9f097eb,6,1,2,1,1,0.5,2,1,12,2,,0,3.626,0
commons-math,b0e7c4678fb2c0d16d65bbaaafcc22fd18483dfa,4,1,2,1,1,0.5,2,1,10,2,,0,3.626,0
commons-math,03edd659394ecbe44e7903007366fca4814cdd6b,2,1,1,2,1,0.5,2,1,2,8,,0,3.626,0
commons-math,b8bc7590a3215b4b4872208ccfe7b2a64b35ec49,3,1,3,1,0,0.0,1,1,14,2,,0,0.01,0
commons-math,d961ff2f4d2adfa537e361c24082628fa866d855,1,7,9,84,3,0.0333,1,1,488,688,,0,16.469,0
commons-math,506d4bea15a1d8845b4ba254899d9b1bf9a5c953,11,5,19,21,10,0.3333,2,1,568,558,src/site/site.xml,0,8.811,1
commons-math,5b291c795051258a455fa65462f35c78f338f7d3,1,4,3,3,0,0.0,1,1,22,77,,0,1.697,0
commons-math,f466637d82930c0104c1fd0dcc8e179a4ce9b98a,12,8,18,10,10,0.5556,2,1,521,137,,0,3.038,0
commons-math,26fc13cf66c066ffa96f509dcb54e2dd77a34e78,10,2,78,7,1,0.0119,1,2,3662,24,src/changes/changes.xml,0,0.043,1
commons-math,de99fd0384f0101beeb47433ee8be89624bec9c5,1,4,2,16,0,0.0,1,2,39,76,,0,3.92,0
commons-math,c98e638d7313fec1cc5808cfaa18b2bceaa9864c,2,1,4,92,0,0.0,1,1,114,10629,,0,2.528,0
commons-math,9f92370627346243071b7424f581ed75f924adc1,3,1,14,1,0,0.0,1,1,179,6,,0,0.652,0
commons-math,b7dd3fd3d11df92e3f653f001e1a924a9fc49b73,1,5,5,17,0,0.0,1,3,20,150,,0,57.467,0
commons-math,830f1d1443b21bb17f76fba84eb1170d97ba369a,3,1,2,1,0,0.0,1,1,135,2,,0,24.864,0
commons-math,a9645dbc0249a3d1e477e0b81821beac3fe4debd,1,7,1,8,1,0.125,1,1,751,120,pom.xml,0,59.951,1
commons-math,286ab7c6dd4c4aae0b0290517ea3508487438d01,1,2,1,2,0,0.0,1,1,54,7,,0,115.481,0
commons-math,36553ffab375518a8ce39b25a916f730775435a4,1,6,1,2,0,0.0,1,2,2,299,,0,5.834,0
commons-math,7bbeaf72e8f6fc827823b6c3cbe3e5ab019f2ae6,1,2,2,6,1,0.1429,1,1,6,1296,src/test/java/org/apache/commons/math4/geometry/euclidean/twod/PolygonsSetTest.java,1,4.787,1
commons-math,1b99b4583c552e0ece96349b4cb56b3584ad2b42,2,30,2,123,2,0.0163,1,2,185,12206,,0,33.197,0
commons-math,3ea45970dbe94643fb57ce7713dc1c624526853b,17,3,114,2,0,0.0,1,2,11261,223,,0,4.439,0
commons-math,5ec8070228b3879a9bd4d2d2b697c295ef762fb4,2,1,2,2,0,0.0,2,1,185,127,,0,99.64,0
commons-math,cb4ad072e0d357d4fe4f0f27a0ed4df0ecdb0f4c,1,1,2,2,0,0.0,1,1,185,127,,0,98.068,0
commons-math,777af155a678286614d261887790352b43fa7c2a,1,1,2,3,1,0.25,1,1,5,6,,0,12.493,0
commons-math,7a59c0af26177cf69e702eaac85471e54762f664,34,10,282,101,18,0.0493,5,1,5639,8682,src/main/java/org/apache/commons/math4/geometry/euclidean/threed/FieldVector3D.java;src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Vector3D.java,1,35.917,1
commons-math,843fbfbc3428819dc0763fa470a8af64c0e74775,22,1,270,4,2,0.0074,5,1,4665,729,src/main/java/org/apache/commons/math4/stat/Frequency.java,1,36.98,1
commons-math,bddcfd5a574a1d509cf54d799ec7604dad1380b4,1,1,0,2,0,0.0,1,1,0,230,,0,4.92,0
commons-math,595f3fb79a885f8620f77ebcccf8da65b5024b4e,7,28,4,44,0,0.0,3,2,2834,8268,,0,12.12,0
commons-math,c4c288a3e0e610ed02801b17ed26016b0e734032,99,6,296,4,1,0.0033,6,2,120436,2834,,0,68.158,0
commons-math,57e01f404ecf77b31d301231bf09184ee87e69f7,15,6,9,6,0,0.0,3,1,364,1076,,0,10.452,0
commons-math,64b47d86facb0dc2355a6295f143410938740ad3,6,3,6,3,1,0.125,1,2,507,49,src/changes/changes.xml,0,13.964,1
commons-math,bbd702ae2f6c52b58d2e2ba99d7fc548545f46e6,3,1,6,3,3,0.5,1,1,507,155,,0,10.322,0
